Designator,Mid X,Mid Y,Rotation,Layer
C1,131.1,-83.123289,180.0,top
D1,141.8,-82.9,270.0,top
D2,139.848342,-82.9,270.0,top
F1,141.8,-86.9,90.0,top
F2,139.848342,-86.9,90.0,top
J1,135.545899,-84.873289,0.0,top
J2,136.348992,-87.398289,180.0,top
